key_mlbam,name_first,name_last,team,opponent,is_home,dk_slot,game_pk,game_datetime,DK_Points,Ceiling_DK_Points,Boom_Adjusted_DK_Points,Value_Score,Estimated_Salary
668804,Bryan,Reynolds,PIT,LAA,True,OF,823336,2026-09-06T17:35:00Z,7.112862389403014,14.100000000000009,12.028205180316643,2.6729344845148097,4500.0
665833,Oneil,Cruz,PIT,LAA,True,OF,823336,2026-09-06T17:35:00Z,7.032923569594066,16.0,12.050781945749662,2.677951543499925,4500.0
687263,Zach,Neto,LAA,PIT,False,SS,823336,2026-09-06T17:35:00Z,7.028304824752702,16.0,12.505605130119378,2.7790233622487506,4500.0
545361,Mike,Trout,LAA,PIT,False,OF,823336,2026-09-06T17:35:00Z,7.012476016736074,16.0,11.882371598042653,2.640527021787256,4500.0
691023,Jordan,Walker,STL,COL,False,OF,824309,2026-09-06T19:10:00Z,6.993211562414387,18.5,13.159733249812232,2.9243851666249405,4500.0
664040,Brandon,Lowe,PIT,LAA,True,2B,823336,2026-09-06T17:35:00Z,6.915433986463093,16.10000000000001,12.62403660290951,2.869099227933979,4400.0
699013,Esmerlyn,Valdez,PIT,LAA,True,OF,823336,2026-09-06T17:35:00Z,6.902916019405724,17.200000000000003,14.041802458504646,3.1913187405692374,4400.0
691718,Pete,Crow-Armstrong,CHC,MIA,False,OF,823822,2026-09-06T17:40:00Z,6.793670948424559,19.0,13.799710703159713,3.136297887081753,4400.0
695578,James,Wood,WSH,LAD,False,OF,823903,2026-09-07T02:10:00Z,6.742540875191415,18.0,12.356776843457524,2.8083583735130735,4400.0
695600,Carter,Jensen,KC,TOR,True,C,824065,2026-09-06T18:10:00Z,6.7396693359254485,14.0,11.842301003191524,2.6914320461798917,4400.0
669065,Kyle,Stowers,MIA,CHC,True,1B,823822,2026-09-06T17:40:00Z,6.720672556561737,17.0,12.701157827978484,2.886626779086019,4400.0
682829,Elly,De La Cruz,CIN,MIL,True,SS,824469,2026-09-06T16:10:00Z,6.719491650925096,16.10000000000001,11.938168934738744,2.7132202124406235,4400.0
665487,Fernando,Tatís,SD,NYY,True,OF,823253,2026-09-06T20:10:00Z,6.709098734428785,15.0,12.017803406866843,2.7313189561061004,4400.0
666018,Jonathan,Aranda,TB,TEX,False,1B,822848,2026-09-06T18:35:00Z,6.683564413690048,15.0,11.055350226772376,2.5125795969937217,4400.0
624413,Pete,Alonso,BAL,BOS,True,1B,824794,2026-09-06T17:35:00Z,6.681248379571382,17.0,12.21282188026592,2.7756413364240724,4400.0
671732,Lawrence,Butler,ATH,SEA,False,OF,823091,2026-09-06T20:10:00Z,6.665200144414679,12.0,10.683543326611094,2.4280780287752486,4400.0
663728,Cal,Raleigh,SEA,ATH,True,C,823091,2026-09-06T20:10:00Z,6.608086530397586,14.0,11.964806090393653,2.782513044277594,4300.0
680869,Zack,Gelof,ATH,SEA,False,3B,823091,2026-09-06T20:10:00Z,6.6041342916413255,17.0,11.63967911298164,2.706902119298056,4300.0
664983,Jake,McCarthy,COL,STL,True,OF,824309,2026-09-06T19:10:00Z,6.570579988135638,14.0,12.20149407688442,2.837556762066144,4300.0
681198,TJ,Rumfield,COL,STL,True,1B,824309,2026-09-06T19:10:00Z,6.570579988135638,15.0,11.199405899352712,2.604512999849468,4300.0
676475,Alec,Burleson,STL,COL,False,1B,824309,2026-09-06T19:10:00Z,6.567472282373853,16.0,11.952316573509831,2.7796085054674027,4300.0
646240,Rafael,Devers,SF,NYM,False,1B,823578,2026-09-06T17:40:00Z,6.554084109969139,18.0,12.532410297812469,2.914514022747086,4300.0
682987,Spencer,Jones,NYY,SD,False,OF,823253,2026-09-06T20:10:00Z,6.529504326039829,16.0,11.750383156043046,2.7326472455914064,4300.0
687093,Vaughn,Grissom,LAA,PIT,False,2B,823336,2026-09-06T17:35:00Z,6.526911666826931,12.899999999999991,11.627206557602213,2.7040015250237706,4300.0
691406,Junior,Caminero,TB,TEX,False,3B,822848,2026-09-06T18:35:00Z,6.505550796656757,17.0,12.3517112880326,2.8724909972168837,4300.0
672960,Kazuma,Okamoto,TOR,KC,False,3B,824065,2026-09-06T18:10:00Z,6.502088195502097,17.0,11.744134961291987,2.731194177044648,4300.0
677951,Bobby,Witt,KC,TOR,True,SS,824065,2026-09-06T18:10:00Z,6.463210163219149,13.799999999999995,11.086568604283356,2.5782717684379897,4300.0
668227,Randy,Arozarena,SEA,ATH,True,OF,823091,2026-09-06T20:10:00Z,6.4626460561800565,16.0,12.317615967433891,2.864561852891603,4300.0
701398,Sal,Stewart,CIN,MIL,True,1B,824469,2026-09-06T16:10:00Z,6.453956904104398,19.0,12.308701622315098,2.862488749375604,4300.0
686948,Drake,Baldwin,ATL,PHI,False,C,823417,2026-09-06T17:10:00Z,6.426428737914792,15.0,11.827922544264096,2.7506796614567666,4300.0
682626,Francisco,Álvarez,NYM,SF,True,C,823578,2026-09-06T17:40:00Z,6.426318235076775,12.0,11.62965965368915,2.7045720124858486,4300.0
621566,Matt,Olson,ATL,PHI,False,1B,823417,2026-09-06T17:10:00Z,6.419915765534924,16.0,11.75847558966127,2.7345292068979696,4300.0
694192,Jackson,Chourio,MIL,CIN,False,OF,824469,2026-09-06T16:10:00Z,6.418863641766083,15.0,12.270567816381725,2.853620422414355,4300.0
678246,Miguel,Vargas,CWS,MIN,True,3B,824552,2026-09-06T22:20:00Z,6.386899680481196,16.10000000000001,12.385383879194713,2.8803218323708637,4300.0
669394,Jake,Burger,TEX,TB,True,1B,822848,2026-09-06T18:35:00Z,6.376737138504115,15.5,11.638659938225135,2.7066651019128223,4300.0
672515,Gabriel,Moreno,AZ,HOU,False,C,824142,2026-09-06T18:10:00Z,6.374297832058189,14.0,10.289117877076364,2.4497899707324677,4200.0
681715,Heriberto,Hernandez,MIA,CHC,True,OF,823822,2026-09-06T17:40:00Z,6.361142507548488,14.0,11.65351208276184,2.774645733990914,4200.0
693304,Nick,Gonzales,PIT,LAA,True,3B,823336,2026-09-06T17:35:00Z,6.272824810760907,12.0,10.10410670891965,2.4057396925999166,4200.0
683737,Michael,Busch,CHC,MIA,False,1B,823822,2026-09-06T17:40:00Z,6.271511475504012,14.200000000000005,10.697499152918429,2.547023607837721,4200.0
680777,Ryan,Jeffers,MIN,CWS,False,C,824552,2026-09-06T22:20:00Z,6.26987108078665,16.400000000000006,12.085729749150977,2.877554702178804,4200.0
681393,Connor,Norby,COL,STL,True,2B,824309,2026-09-06T19:10:00Z,6.2593826711338565,10.400000000000006,10.042752158083958,2.3911314662104663,4200.0
686469,Vinnie,Pasquantino,KC,TOR,True,1B,824065,2026-09-06T18:10:00Z,6.25126910692935,12.0,10.354811469482868,2.4654313022578256,4200.0
701675,Nathan,Church,STL,COL,False,OF,824309,2026-09-06T19:10:00Z,6.249865522841292,12.0,10.763155146130629,2.562655987173959,4200.0
695657,Colson,Montgomery,CWS,MIN,True,SS,824552,2026-09-06T22:20:00Z,6.243570057345355,16.700000000000003,11.6550242082218,2.775005763862333,4200.0
665161,Jeremy,Peña,HOU,AZ,True,SS,824142,2026-09-06T18:10:00Z,6.238168925397181,16.80000000000001,11.362182932068176,2.705281650492423,4200.0
687859,Troy,Johnston,COL,STL,True,OF,824309,2026-09-06T19:10:00Z,6.238030069775252,11.5,10.367083480144917,2.4683532095583134,4200.0
596019,Francisco,Lindor,NYM,SF,True,SS,823578,2026-09-06T17:40:00Z,6.234876191873629,16.799999999999997,12.49114815256306,2.9740828934673953,4200.0
694249,Cole,Carrigg,COL,STL,True,OF,824309,2026-09-06T19:10:00Z,6.2293713770694765,15.1,11.032331773682024,2.626745660400482,4200.0
696100,Hunter,Goodman,COL,STL,True,C,824309,2026-09-06T19:10:00Z,6.228389872494738,17.900000000000006,13.858818465190982,3.299718682188329,4200.0
680776,Jarren,Duran,BOS,BAL,False,OF,824794,2026-09-06T17:35:00Z,6.206751844134477,15.0,11.208373516761805,2.668660361133763,4200.0
665489,Vladimir,Guerrero,TOR,KC,False,1B,824065,2026-09-06T18:10:00Z,6.201027887375381,12.0,10.448390215481592,2.4877119560670455,4200.0
605141,Mookie,Betts,LAD,WSH,True,SS,823903,2026-09-07T02:10:00Z,6.182318938200995,16.700000000000003,12.057893012652748,2.870926907774464,4200.0
677594,Julio,Rodríguez,SEA,ATH,True,OF,823091,2026-09-06T20:10:00Z,6.175045542302952,15.0,10.875210337266374,2.5893357945872317,4200.0
686797,Brooks,Lee,MIN,CWS,False,3B,824552,2026-09-06T22:20:00Z,6.171748290030421,14.0,11.081434505633435,2.63843678705558,4200.0
691781,Brady,House,WSH,LAD,False,3B,823903,2026-09-07T02:10:00Z,6.169605015170967,14.800000000000011,11.0112976700492,2.6217375404879046,4200.0
677649,Ezequiel,Duran,TEX,TB,True,SS,822848,2026-09-06T18:35:00Z,6.148967274197688,14.900000000000006,11.123841141064531,2.6485336050153645,4200.0
673357,Luis,Robert,BAL,BOS,True,OF,824794,2026-09-06T17:35:00Z,6.138640448885357,12.200000000000005,10.921712451038134,2.600407726437651,4200.0
668904,Royce,Lewis,MIN,CWS,False,1B,824552,2026-09-06T22:20:00Z,6.138396626027114,14.0,10.465933203348657,2.491888857940156,4200.0
691723,Coby,Mayo,BAL,BOS,True,3B,824794,2026-09-06T17:35:00Z,6.107846045716713,15.0,10.73012278557318,2.5547911394221856,4200.0
606192,Teoscar,Hernández,LAD,WSH,True,OF,823903,2026-09-07T02:10:00Z,6.103509844061415,15.0,11.374089389648,2.708116521344762,4200.0
673237,Yainer,Diaz,HOU,AZ,True,C,824142,2026-09-06T18:10:00Z,6.101022016362881,14.799999999999995,11.432169961021057,2.7219452288145374,4200.0
660670,Ronald,Acuña,ATL,PHI,False,OF,823417,2026-09-06T17:10:00Z,6.079314052759101,14.299999999999995,11.199579642118554,2.731604790760623,4100.0
547180,Bryce,Harper,PHI,ATL,True,1B,823417,2026-09-06T17:10:00Z,6.079314052759101,16.0,11.274048680932408,2.749767970959124,4100.0
672640,Otto,Lopez,MIA,CHC,True,SS,823822,2026-09-06T17:40:00Z,6.075676830377399,14.0,10.540875234655417,2.5709451791842484,4100.0
682928,CJ,Abrams,WSH,LAD,False,SS,823903,2026-09-07T02:10:00Z,6.068544084606459,18.0,12.0301790874158,2.934190021320927,4100.0
695731,Braden,Montgomery,CWS,MIN,True,OF,824552,2026-09-06T22:20:00Z,6.0326486256563046,12.0,10.330210864730182,2.519563625543947,4100.0
682998,Corbin,Carroll,AZ,HOU,False,OF,824142,2026-09-06T18:10:00Z,6.025695044170224,16.299999999999997,11.62301342669226,2.8348813235834784,4100.0
800325,Luis,Lara,MIL,CIN,False,OF,824469,2026-09-06T16:10:00Z,6.007490394824199,11.600000000000009,10.286934907772588,2.5090085140908753,4100.0
606466,Ketel,Marte,AZ,HOU,False,2B,824142,2026-09-06T18:10:00Z,6.005834416288895,14.900000000000006,10.739893601141468,2.619486244180846,4100.0
664761,Alec,Bohm,PHI,ATL,True,3B,823417,2026-09-06T17:10:00Z,6.0006950375763255,14.799999999999995,11.099293565114586,2.7071447719791673,4100.0
673548,Seiya,Suzuki,CHC,MIA,False,OF,823822,2026-09-06T17:40:00Z,5.997888181884668,17.700000000000003,11.081565097217748,2.702820755418963,4100.0
663886,Tyler,Stephenson,CIN,MIL,True,C,824469,2026-09-06T16:10:00Z,5.992262098859906,12.400000000000006,11.067919721641388,2.6994926150344853,4100.0
607208,Trea,Turner,PHI,ATL,True,SS,823417,2026-09-06T17:10:00Z,5.990943765285492,14.0,10.786724101720836,2.630908317492887,4100.0
686611,Dylan,Crews,WSH,LAD,False,OF,823903,2026-09-07T02:10:00Z,5.987703332123046,12.0,9.692650863019868,2.364061186102407,4100.0
805808,Kevin,McGonigle,DET,CLE,False,SS,824385,2026-09-06T17:40:00Z,5.987623538884527,14.0,10.410665421687344,2.5391866882164256,4100.0
677800,Wilyer,Abreu,BOS,BAL,False,OF,824794,2026-09-06T17:35:00Z,5.9829572330809,17.400000000000006,11.749444390720097,2.865718144078073,4100.0
671739,Michael,Harris,ATL,PHI,False,OF,823417,2026-09-06T17:10:00Z,5.979961847428672,15.0,11.263811506092658,2.74727109904699,4100.0
